source,target,edge_label
CulturalHeritageObject1,data_value7,description
CulturalHeritageObject1,Person1,creator
CulturalHeritageObject1,data_value6,title
CulturalHeritageObject1,data_value17,created
Person1,data_value45,dateOfDeath
Person1,data_value39,nameOfThePerson
Person1,data_value12,dateOfBirth
WebResource1,data_value46,label
WebResource2,data_value34,label
CulturalHeritageObject2,data_value14,created
CulturalHeritageObject2,data_value38,description
CulturalHeritageObject2,Person4,creator
CulturalHeritageObject2,data_value35,title
Person4,data_value2,dateOfDeath
Person4,data_value15,dateOfBirth
Person4,data_value41,nameOfThePerson
WebResource3,data_value16,label
CulturalHeritageObject3,data_value24,created
CulturalHeritageObject3,Person3,creator
CulturalHeritageObject3,data_value42,description
CulturalHeritageObject3,data_value21,title
Person3,data_value30,dateOfDeath
Person3,data_value32,dateOfBirth
Person3,data_value43,nameOfThePerson
CulturalHeritageObject4,data_value33,title
CulturalHeritageObject4,Person5,creator
CulturalHeritageObject4,data_value27,created
CulturalHeritageObject4,data_value3,description
Person5,data_value28,nameOfThePerson
Person5,data_value45,dateOfDeath
Person5,data_value37,dateOfBirth
EuropeanaAggregation1,WebResource4,hasView
EuropeanaAggregation1,CulturalHeritageObject1,aggregatedCHO
EuropeanaAggregation1,data_value20,label
WebResource4,data_value22,label
Person2,data_value44,nameOfThePerson
Person2,data_value1,dateOfDeath
Person2,data_value4,dateOfBirth
EuropeanaAggregation2,WebResource2,hasView
EuropeanaAggregation2,CulturalHeritageObject3,aggregatedCHO
EuropeanaAggregation2,data_value8,label
EuropeanaAggregation3,WebResource6,hasView
EuropeanaAggregation3,CulturalHeritageObject2,aggregatedCHO
EuropeanaAggregation3,data_value36,label
WebResource6,data_value47,label
EuropeanaAggregation4,WebResource1,hasView
EuropeanaAggregation4,CulturalHeritageObject4,aggregatedCHO
EuropeanaAggregation4,data_value5,label
CulturalHeritageObject5,Person6,creator
CulturalHeritageObject5,data_value9,title
CulturalHeritageObject5,data_value40,description
CulturalHeritageObject5,data_value29,created
Person6,data_value31,dateOfDeath
Person6,data_value19,nameOfThePerson
Person6,data_value11,dateOfBirth
EuropeanaAggregation5,WebResource5,hasView
EuropeanaAggregation5,data_value18,label
EuropeanaAggregation5,CulturalHeritageObject6,aggregatedCHO
WebResource5,data_value26,label
CulturalHeritageObject6,data_value10,description
CulturalHeritageObject6,data_value25,title
CulturalHeritageObject6,Person2,creator
CulturalHeritageObject6,data_value13,created
EuropeanaAggregation6,CulturalHeritageObject5,aggregatedCHO
EuropeanaAggregation6,data_value23,label
EuropeanaAggregation6,WebResource3,hasView
