source,target,edge_label
CulturalHeritageObject1,Person60,creator
CulturalHeritageObject1,data_value7847,extent
CulturalHeritageObject1,data_value9308,created
CulturalHeritageObject1,data_value10327,provenance
CulturalHeritageObject1,data_value811,title
Person60,data_value921,nameOfThePerson
Person60,data_value1885,countryAssociatedWithThePerson
Person60,data_value12267,dateOfBirth
EuropeanaAggregation1,data_value11445,label
EuropeanaAggregation1,WebResource2207,hasView
EuropeanaAggregation1,CulturalHeritageObject444,aggregatedCHO
WebResource2207,data_value7884,label
CulturalHeritageObject444,data_value2303,created
CulturalHeritageObject444,data_value1860,title
CulturalHeritageObject444,data_value12387,extent
CulturalHeritageObject444,Person67,creator
CulturalHeritageObject444,data_value1559,provenance
WebResource1,data_value8297,label
EuropeanaAggregation2,CulturalHeritageObject402,aggregatedCHO
EuropeanaAggregation2,WebResource2625,hasView
EuropeanaAggregation2,data_value6817,label
CulturalHeritageObject402,Person7,creator
CulturalHeritageObject402,data_value4693,extent
CulturalHeritageObject402,data_value10095,provenance
CulturalHeritageObject402,data_value2601,title
CulturalHeritageObject402,data_value5035,created
WebResource2625,data_value9596,label
EuropeanaAggregation3,CulturalHeritageObject2841,aggregatedCHO
EuropeanaAggregation3,data_value3048,label
CulturalHeritageObject2841,data_value4559,extent
CulturalHeritageObject2841,data_value643,created
CulturalHeritageObject2841,Person306,creator
CulturalHeritageObject2841,data_value592,provenance
CulturalHeritageObject2841,data_value12181,title
EuropeanaAggregation4,CulturalHeritageObject637,aggregatedCHO
EuropeanaAggregation4,data_value8649,label
CulturalHeritageObject637,data_value8701,extent
CulturalHeritageObject637,Person114,creator
CulturalHeritageObject637,data_value1440,title
CulturalHeritageObject637,data_value8750,provenance
CulturalHeritageObject637,data_value4328,created
EuropeanaAggregation5,WebResource2380,hasView
EuropeanaAggregation5,data_value1446,label
EuropeanaAggregation5,CulturalHeritageObject100,aggregatedCHO
WebResource2380,data_value10702,label
CulturalHeritageObject100,Person294,creator
CulturalHeritageObject100,data_value7208,created
CulturalHeritageObject100,data_value11354,title
CulturalHeritageObject100,data_value5255,extent
CulturalHeritageObject100,data_value3009,provenance
WebResource2,data_value12535,label
WebResource3,data_value9362,label
EuropeanaAggregation6,data_value12610,label
EuropeanaAggregation6,WebResource1591,hasView
EuropeanaAggregation6,CulturalHeritageObject516,aggregatedCHO
WebResource1591,data_value9934,label
CulturalHeritageObject516,Person174,creator
CulturalHeritageObject516,data_value2526,provenance
CulturalHeritageObject516,data_value10067,title
CulturalHeritageObject516,data_value5586,extent
CulturalHeritageObject516,data_value6165,created
EuropeanaAggregation7,data_value11672,label
EuropeanaAggregation7,CulturalHeritageObject757,aggregatedCHO
EuropeanaAggregation7,WebResource2624,hasView
CulturalHeritageObject757,data_value11869,provenance
CulturalHeritageObject757,Person300,creator
CulturalHeritageObject757,data_value10010,extent
CulturalHeritageObject757,data_value1312,title
CulturalHeritageObject757,data_value3743,created
WebResource2624,data_value4008,label
WebResource4,data_value1875,label
EuropeanaAggregation8,data_value3194,label
EuropeanaAggregation8,WebResource2456,hasView
EuropeanaAggregation8,CulturalHeritageObject2873,aggregatedCHO
WebResource2456,data_value9757,label
CulturalHeritageObject2873,data_value3287,title
CulturalHeritageObject2873,data_value1559,provenance
CulturalHeritageObject2873,Person62,creator
CulturalHeritageObject2873,data_value7282,extent
CulturalHeritageObject2873,data_value11243,created
CulturalHeritageObject2,Person286,creator
CulturalHeritageObject2,data_value6037,provenance
CulturalHeritageObject2,data_value5933,title
CulturalHeritageObject2,data_value12289,created
CulturalHeritageObject2,data_value9099,extent
Person286,data_value471,dateOfBirth
Person286,data_value8979,dateOfDeath
Person286,data_value12248,countryAssociatedWithThePerson
Person286,data_value1868,nameOfThePerson
WebResource5,data_value3453,label
EuropeanaAggregation9,data_value11414,label
EuropeanaAggregation9,WebResource1416,hasView
EuropeanaAggregation9,CulturalHeritageObject811,aggregatedCHO
WebResource1416,data_value1229,label
CulturalHeritageObject811,data_value913,title
CulturalHeritageObject811,Person321,creator
CulturalHeritageObject811,data_value8727,extent
CulturalHeritageObject811,data_value2202,created
CulturalHeritageObject811,data_value2526,provenance
CulturalHeritageObject3,Person311,creator
