source,target,edge_label
Person1,data_value3,nameOfThePerson
Person1,data_value24,biographicalInformation
Person2,data_value75,nameOfThePerson
Person2,data_value79,dateOfDeath
Person2,data_value80,biographicalInformation
Person2,data_value40,dateOfBirth
Person3,data_value73,nameOfThePerson
Person3,data_value67,biographicalInformation
Person4,data_value13,biographicalInformation
Person4,data_value17,nameOfThePerson
Person5,data_value11,biographicalInformation
Person5,data_value18,nameOfThePerson
Person6,data_value12,biographicalInformation
Person6,data_value36,nameOfThePerson
Person7,data_value68,biographicalInformation
Person7,data_value29,nameOfThePerson
Person8,data_value10,nameOfThePerson
Person8,data_value9,biographicalInformation
Person9,data_value55,nameOfThePerson
Person9,data_value21,biographicalInformation
Person9,data_value37,dateOfDeath
Person9,data_value33,dateOfBirth
Person10,data_value59,biographicalInformation
Person10,data_value35,nameOfThePerson
Person11,data_value19,nameOfThePerson
Person11,data_value49,biographicalInformation
Person11,data_value39,dateOfBirth
Person12,data_value7,nameOfThePerson
Person12,data_value45,dateOfDeath
Person12,data_value65,dateOfBirth
Person12,data_value66,biographicalInformation
Person13,data_value14,nameOfThePerson
Person13,data_value42,biographicalInformation
Person14,data_value46,biographicalInformation
Person14,data_value28,nameOfThePerson
Person15,data_value83,biographicalInformation
Person15,data_value63,nameOfThePerson
Person16,data_value6,nameOfThePerson
Person16,data_value60,biographicalInformation
Person17,data_value57,nameOfThePerson
Person17,data_value32,biographicalInformation
Person18,data_value44,biographicalInformation
Person18,data_value70,nameOfThePerson
Person19,data_value77,dateOfDeath
Person19,data_value69,biographicalInformation
Person19,data_value71,dateOfBirth
Person19,data_value2,nameOfThePerson
Person20,data_value47,biographicalInformation
Person20,data_value82,nameOfThePerson
Person21,data_value4,biographicalInformation
Person21,data_value1,nameOfThePerson
Person22,data_value62,nameOfThePerson
Person22,data_value34,biographicalInformation
Person23,data_value65,dateOfBirth
Person23,data_value78,nameOfThePerson
Person23,data_value54,dateOfDeath
Person23,data_value81,biographicalInformation
Person24,data_value61,biographicalInformation
Person24,data_value56,nameOfThePerson
Person25,data_value8,nameOfThePerson
Person25,data_value64,biographicalInformation
Person26,data_value22,nameOfThePerson
Person26,data_value84,biographicalInformation
Person27,data_value74,nameOfThePerson
Person27,data_value5,biographicalInformation
Person28,data_value65,dateOfBirth
Person28,data_value53,nameOfThePerson
Person28,data_value48,biographicalInformation
Person28,data_value86,dateOfDeath
Person29,data_value20,biographicalInformation
Person29,data_value15,nameOfThePerson
Person29,data_value30,dateOfBirth
Person29,data_value37,dateOfDeath
Person30,data_value43,biographicalInformation
Person30,data_value27,nameOfThePerson
Person31,data_value25,dateOfBirth
Person31,data_value50,nameOfThePerson
Person31,data_value58,dateOfDeath
Person31,data_value76,biographicalInformation
Person32,data_value31,nameOfThePerson
Person32,data_value16,biographicalInformation
Person33,data_value72,biographicalInformation
Person33,data_value23,nameOfThePerson
Person34,data_value52,nameOfThePerson
Person34,data_value41,biographicalInformation
Person35,data_value38,biographicalInformation
Person35,data_value51,nameOfThePerson
Person36,data_value85,biographicalInformation
Person36,data_value26,nameOfThePerson
