source,target,edge_label
E22_Man-Made_Object1,E12_Production96,P108i_was_produced_by
E22_Man-Made_Object1,E8_Acquisition51,P24i_changed_ownership_through
E22_Man-Made_Object1,E54_Dimension937,P43_has_dimension
E22_Man-Made_Object1,E35_Title931,P102_has_title
E12_Production96,E52_Time-Span31,P4_has_time-span
E12_Production96,E21_Person321,P14_carried_out_by
E38_Image1,E22_Man-Made_Object21,P138_represents
E22_Man-Made_Object21,E35_Title490,P102_has_title
E22_Man-Made_Object21,E8_Acquisition120,P24i_changed_ownership_through
E22_Man-Made_Object21,E54_Dimension867,P43_has_dimension
E22_Man-Made_Object21,E12_Production1225,P108i_was_produced_by
E21_Person1,E82_Actor_Appellation361,P131_is_identified_by
E12_Production1,E52_Time-Span74,P4_has_time-span
E12_Production1,E21_Person297,P14_carried_out_by
E21_Person297,E82_Actor_Appellation202,P131_is_identified_by
E38_Image2,E22_Man-Made_Object983,P138_represents
E22_Man-Made_Object983,E54_Dimension500,P43_has_dimension
E22_Man-Made_Object983,E8_Acquisition26,P24i_changed_ownership_through
E22_Man-Made_Object983,E35_Title296,P102_has_title
E22_Man-Made_Object983,E12_Production1250,P108i_was_produced_by
E12_Production2,E21_Person158,P14_carried_out_by
E12_Production2,E52_Time-Span14,P4_has_time-span
E21_Person158,E82_Actor_Appellation97,P131_is_identified_by
E38_Image3,E22_Man-Made_Object1374,P138_represents
E22_Man-Made_Object1374,E8_Acquisition72,P24i_changed_ownership_through
E22_Man-Made_Object1374,E12_Production795,P108i_was_produced_by
E22_Man-Made_Object1374,E54_Dimension251,P43_has_dimension
E22_Man-Made_Object1374,E35_Title60,P102_has_title
E12_Production3,E21_Person277,P14_carried_out_by
E12_Production3,E52_Time-Span8,P4_has_time-span
E21_Person277,E82_Actor_Appellation245,P131_is_identified_by
E12_Production4,E21_Person103,P14_carried_out_by
E12_Production4,E52_Time-Span4,P4_has_time-span
E21_Person103,E82_Actor_Appellation75,P131_is_identified_by
E12_Production5,E52_Time-Span34,P4_has_time-span
E12_Production5,E21_Person119,P14_carried_out_by
E21_Person119,E82_Actor_Appellation45,P131_is_identified_by
E22_Man-Made_Object2,E12_Production1266,P108i_was_produced_by
E22_Man-Made_Object2,E8_Acquisition37,P24i_changed_ownership_through
E22_Man-Made_Object2,E54_Dimension721,P43_has_dimension
