source,target,edge_label
E12_Production1,E53_Place1,P7_took_place_at
E12_Production1,E21_Person1,P14_carried_out_by
E12_Production1,E55_Type2,P32_used_general_technique
E53_Place1,E48_Place_Name2,P87_is_identified_by
E21_Person1,E74_Group1,P107i_is_current_or_former_member_of
E21_Person1,E69_Death1,P100i_died_in
E21_Person1,E67_Birth2,P98i_was_born
E21_Person1,E82_Actor_Appellation2,P131_is_identified_by
E69_Death1,E52_Time-Span2,P4_has_time-span
E67_Birth2,E52_Time-Span4,P4_has_time-span
E67_Birth1,E52_Time-Span3,P4_has_time-span
E22_Man-Made_Object1,E55_Type4,P2_has_type
E22_Man-Made_Object1,E53_Place2,P55_has_current_location
E22_Man-Made_Object1,E54_Dimension2,P43_has_dimension
E22_Man-Made_Object1,E35_Title2,P102_has_title
E22_Man-Made_Object1,E40_Legal_Body1,P51_has_former_or_current_owner
E22_Man-Made_Object1,E12_Production2,P108i_was_produced_by
E22_Man-Made_Object1,E8_Acquisition1,P24i_changed_ownership_through
E12_Production2,E53_Place4,P7_took_place_at
E12_Production2,E55_Type1,P32_used_general_technique
E12_Production2,E21_Person2,P14_carried_out_by
E22_Man-Made_Object2,E12_Production1,P108i_was_produced_by
E22_Man-Made_Object2,E53_Place3,P55_has_current_location
E22_Man-Made_Object2,E40_Legal_Body2,P51_has_former_or_current_owner
E22_Man-Made_Object2,E54_Dimension1,P43_has_dimension
E22_Man-Made_Object2,E55_Type3,P2_has_type
E22_Man-Made_Object2,E35_Title1,P102_has_title
E22_Man-Made_Object2,E8_Acquisition2,P24i_changed_ownership_through
E21_Person2,E74_Group2,P107i_is_current_or_former_member_of
E21_Person2,E82_Actor_Appellation1,P131_is_identified_by
E21_Person2,E67_Birth1,P98i_was_born
E21_Person2,E69_Death2,P100i_died_in
E69_Death2,E52_Time-Span1,P4_has_time-span
E33_Linguistic_Object1,E22_Man-Made_Object2,P129_is_about
E33_Linguistic_Object1,E22_Man-Made_Object1,P129_is_about
E53_Place4,E48_Place_Name1,P87_is_identified_by
