source,target,edge_label
E38_Image1,E22_Man-Made_Object3,P138_represents
E22_Man-Made_Object3,E55_Type2,P2_has_type
E22_Man-Made_Object3,E8_Acquisition3,P24i_changed_ownership_through
E22_Man-Made_Object3,E54_Dimension1,P43_has_dimension
E22_Man-Made_Object3,E12_Production3,P108i_was_produced_by
E33_Linguistic_Object1,E22_Man-Made_Object1,P129_is_about
E22_Man-Made_Object1,E54_Dimension3,P43_has_dimension
E22_Man-Made_Object1,E55_Type1,P2_has_type
E22_Man-Made_Object1,E8_Acquisition1,P24i_changed_ownership_through
E22_Man-Made_Object1,E12_Production1,P108i_was_produced_by
E12_Production1,E55_Type1,P32_used_general_technique
E12_Production1,E52_Time-Span1,P4_has_time-span
E12_Production1,E21_Person2,P14_carried_out_by
E12_Production1,E53_Place1,P7_took_place_at
E21_Person2,E82_Actor_Appellation3,P131_is_identified_by
E53_Place1,E44_Place_Appellation2,P1_is_identified_by
E21_Person1,E82_Actor_Appellation1,P131_is_identified_by
E38_Image2,E22_Man-Made_Object1,P138_represents
E38_Image3,E22_Man-Made_Object2,P138_represents
E22_Man-Made_Object2,E8_Acquisition2,P24i_changed_ownership_through
E22_Man-Made_Object2,E54_Dimension2,P43_has_dimension
E22_Man-Made_Object2,E12_Production2,P108i_was_produced_by
E22_Man-Made_Object2,E55_Type1,P2_has_type
E12_Production2,E55_Type1,P32_used_general_technique
E12_Production2,E53_Place1,P7_took_place_at
E12_Production2,E21_Person1,P14_carried_out_by
E12_Production2,E52_Time-Span2,P4_has_time-span
E12_Production3,E53_Place2,P7_took_place_at
E12_Production3,E52_Time-Span3,P4_has_time-span
E12_Production3,E21_Person3,P14_carried_out_by
E12_Production3,E55_Type3,P32_used_general_technique
E53_Place2,E44_Place_Appellation1,P1_is_identified_by
E21_Person3,E82_Actor_Appellation2,P131_is_identified_by
E33_Linguistic_Object2,E22_Man-Made_Object2,P129_is_about
E33_Linguistic_Object3,E22_Man-Made_Object3,P129_is_about
